GENEID,M,BS,V,cluster
LOC_Os04g51820,-1.125987705,0.341377593,0.784610112,CBS&V
LOC_Os04g51960,-1.14722579,0.460013864,0.687211926,CBS&V
LOC_Os04g52361,-1.148802414,0.473456862,0.675345551,CBS&V
LOC_Os04g52450,-1.154685164,0.572182313,0.582502851,CBS&V
LOC_Os04g52460,-1.093122438,0.224361743,0.868760695,CBS&V
LOC_Os04g52479,-0.980781005,-0.037389249,1.018170253,CBS&V
LOC_Os04g52730,-1.144182827,0.437427968,0.706754859,CBS&V
LOC_Os04g53380,-1.15073512,0.658171624,0.492563495,CBS&V
LOC_Os04g53990,-1.022422563,0.046465031,0.975957532,CBS&V
LOC_Os04g54830,-1.024082861,0.050044981,0.974037881,CBS&V
LOC_Os04g55040,-1.090216003,0.215605649,0.874610354,CBS&V
LOC_Os04g55670,-1.15444824,0.598127379,0.556320861,CBS&V
LOC_Os04g55720,-1.130861191,0.76758085,0.363280341,CBS&V
LOC_Os04g55790,-1.021769057,0.045061605,0.976707452,CBS&V
LOC_Os04g55800,-1.141517097,0.420079956,0.72143714,CBS&V
LOC_Os04g56100,-1.137509795,0.740666502,0.396843293,CBS&V
LOC_Os04g56160,-0.981831469,-0.035397123,1.017228592,CBS&V
LOC_Os04g56450,-0.990863147,-0.018029883,1.00889303,CBS&V
LOC_Os04g56580,-1.075363374,0.173408148,0.901955225,CBS&V
LOC_Os04g56990,-1.117311606,0.306245262,0.811066344,CBS&V
LOC_Os04g57230,-1.097670363,0.238448598,0.859221765,CBS&V
LOC_Os04g57630,-1.024819012,0.051638963,0.97318005,CBS&V
LOC_Os04g57760,-0.998856879,-0.002282335,1.001139214,CBS&V
LOC_Os04g58110,-1.140937388,0.416532318,0.72440507,CBS&V
LOC_Os04g58160,-1.029021901,0.060820037,0.968201864,CBS&V
LOC_Os04g58504,-1.150946743,0.656041328,0.494905415,CBS&V
LOC_Os04g58800,-1.028698026,0.060107581,0.968590445,CBS&V
LOC_Os04g59040,-0.999439048,-0.001120963,1.00056001,CBS&V
LOC_Os04g59120,-1.025938121,0.054070129,0.971867992,CBS&V
LOC_Os04g59330,-1.00079988,0.001601684,0.999198196,CBS&V
LOC_Os05g01280,-1.154693166,0.573773093,0.580920072,CBS&V
LOC_Os05g01820,-1.142291644,0.424935869,0.717355775,CBS&V
LOC_Os05g02070,-1.014819139,0.030328249,0.98449089,CBS&V
LOC_Os05g02130,-1.130487998,0.361534243,0.768953755,CBS&V
LOC_Os05g02150,-1.01918928,0.039552186,0.979637094,CBS&V
LOC_Os05g02420,-1.073266944,0.167751987,0.905514957,CBS&V
LOC_Os05g02990,-1.08468015,0.199408989,0.885271161,CBS&V
LOC_Os05g04000,-0.989556955,-0.02056876,1.010125715,CBS&V
LOC_Os05g04360,-1.074988441,0.172391647,0.902596794,CBS&V
LOC_Os05g04550,-1.080371985,0.187202593,0.893169392,CBS&V
LOC_Os05g05470,-1.15442349,0.599116175,0.555307315,CBS&V
LOC_Os05g06280,-1.059133757,0.131224359,0.927909398,CBS&V
LOC_Os05g06310,-1.09179258,0.220332592,0.871459988,CBS&V
LOC_Os05g06350,-1.115977812,0.301191045,0.814786767,CBS&V
LOC_Os05g06770,-1.130019078,0.359357741,0.770661337,CBS&V
LOC_Os05g06780,-0.990455788,-0.018822687,1.009278474,CBS&V
LOC_Os05g07220,-1.003514138,0.007065719,0.996448419,CBS&V
LOC_Os05g07700,-1.100204189,0.246518406,0.853685784,CBS&V
LOC_Os05g07790,-1.075562819,0.173949764,0.901613055,CBS&V
LOC_Os05g08960,-1.02088608,0.043170412,0.977715668,CBS&V
LOC_Os05g09410,-1.000599482,0.001200043,0.999399438,CBS&V
LOC_Os05g10940,-1.107875902,0.272054573,0.835821329,CBS&V
LOC_Os05g11720,-1.091319498,0.218908599,0.8724109,CBS&V
LOC_Os05g11910,-0.983267995,-0.032663664,1.015931659,CBS&V
LOC_Os05g14010,-1.01838774,0.037850251,0.98053749,CBS&V
LOC_Os05g16670,-1.118377047,0.310342013,0.808035034,CBS&V
LOC_Os05g19110,-0.972862442,-0.052228227,1.02509067,CBS&V
LOC_Os05g23720,-1.096867623,0.235926111,0.860941512,CBS&V
LOC_Os05g23860,-1.124348521,0.334401782,0.789946739,CBS&V
LOC_Os05g25640,-1.096806069,0.235733344,0.861072725,CBS&V
LOC_Os05g25770,-1.048715655,0.105852623,0.942863032,CBS&V
LOC_Os05g25950,-1.15123891,0.652993408,0.498245502,CBS&V
LOC_Os05g26870,-1.133989718,0.378446486,0.755543233,CBS&V
LOC_Os05g28280,-0.967390106,-0.062306126,1.029696232,CBS&V
LOC_Os05g28290,-1.100184899,0.246456332,0.853728567,CBS&V
LOC_Os05g29990,-1.040270278,0.086109434,0.954160843,CBS&V
LOC_Os05g31000,-1.095140479,0.230552102,0.864588376,CBS&V
LOC_Os05g31040,-0.993907238,-0.012076146,1.005983384,CBS&V
LOC_Os05g31690,-1.013715595,0.028020123,0.985695473,CBS&V
LOC_Os05g32230,-1.154211967,0.548019035,0.606192932,CBS&V
LOC_Os05g32440,-1.150973722,0.655765244,0.495208478,CBS&V
LOC_Os05g33310,-1.103345178,0.256762326,0.846582852,CBS&V
LOC_Os05g33380,-1.109949846,0.279278523,0.830671323,CBS&V
LOC_Os05g33630,-1.017771037,0.036543918,0.981227119,CBS&V
LOC_Os05g33940,-1.153229943,0.526161784,0.627068159,CBS&V
LOC_Os05g34540,-0.986069699,-0.027301495,1.013371194,CBS&V
LOC_Os05g34780,-1.040466621,0.08656073,0.953905892,CBS&V
LOC_Os05g35060,-1.026814066,0.055979821,0.970834246,CBS&V
LOC_Os05g35444,-1.126390446,0.343119278,0.783271168,CBS&V
LOC_Os05g35970,-1.149018739,0.47542883,0.673589909,CBS&V
LOC_Os05g36270,-1.154538753,0.560530174,0.594008579,CBS&V
LOC_Os05g36290,-1.106277198,0.266584816,0.839692382,CBS&V
LOC_Os05g36310,-1.024776727,0.05154729,0.973229437,CBS&V
LOC_Os05g36320,-1.149584603,0.480763425,0.668821178,CBS&V
LOC_Os05g37330,-1.043465705,0.093498697,0.949967008,CBS&V
LOC_Os05g37730,-1.067114612,0.151523533,0.915591079,CBS&V
LOC_Os05g37880,-1.076249383,0.175818951,0.900430431,CBS&V
LOC_Os05g38520,-1.113797436,0.293096795,0.82070064,CBS&V
LOC_Os05g38530,-1.141391671,0.722085367,0.419306303,CBS&V
LOC_Os05g38550,-1.088415802,0.210271857,0.878143945,CBS&V
LOC_Os05g38630,-1.00529236,0.010670111,0.994622249,CBS&V
LOC_Os05g38660,-1.148941409,0.474719866,0.674221542,CBS&V
LOC_Os05g38880,-1.04123948,0.088340596,0.952898884,CBS&V
LOC_Os05g39960,-1.091685413,0.22000959,0.871675823,CBS&V
LOC_Os05g40220,-1.145063172,0.443602343,0.701460829,CBS&V
LOC_Os05g40300,-1.093573984,0.225738776,0.867835208,CBS&V
LOC_Os05g40780,-1.130483654,0.361513992,0.768969662,CBS&V
LOC_Os05g40820,-1.083831768,0.196978899,0.886852869,CBS&V
LOC_Os05g40960,-0.998973509,-0.00204983,1.001023339,CBS&V
LOC_Os05g41110,-1.148610477,0.676874624,0.471735853,CBS&V
LOC_Os05g41440,-1.14380969,0.708925081,0.434884608,CBS&V
LOC_Os05g42000,-1.099872836,0.245453564,0.854419272,CBS&V
LOC_Os05g42120,-1.049511522,0.107749558,0.941761964,CBS&V
LOC_Os05g42350,-1.147836486,0.46504423,0.682792256,CBS&V
LOC_Os05g43374,-1.154558735,0.561607886,0.592950849,CBS&V
LOC_Os05g44320,-1.151382407,0.499935584,0.651446823,CBS&V
LOC_Os05g44560,-1.032788306,0.069167996,0.96362031,CBS&V
LOC_Os05g44570,-0.982870492,-0.033421112,1.016291604,CBS&V
LOC_Os05g45220,-1.061324744,0.13671778,0.924606963,CBS&V
LOC_Os05g45420,-1.001154389,0.002312791,0.998841599,CBS&V
LOC_Os05g45660,-1.044493455,0.095895856,0.9485976,CBS&V
LOC_Os05g46270,-1.068585422,0.155354858,0.913230564,CBS&V
LOC_Os05g47640,-1.078054193,0.180768297,0.897285896,CBS&V
LOC_Os05g47850,-1.146829655,0.68997514,0.456854516,CBS&V
LOC_Os05g47890,-1.140994003,0.416875671,0.724118333,CBS&V
LOC_Os05g48280,-1.131060656,0.364218769,0.766841888,CBS&V
LOC_Os05g48310,-1.107343354,0.270223231,0.837120123,CBS&V
LOC_Os05g48320,-1.152634901,0.51652958,0.636105321,CBS&V
LOC_Os05g48960,-1.021181874,0.043803313,0.97737856,CBS&V
LOC_Os05g49240,-0.981436122,-0.036147533,1.017583655,CBS&V
LOC_Os05g49780,-1.063347343,0.141841244,0.921506099,CBS&V
LOC_Os05g49890,-1.049432166,0.107560121,0.941872045,CBS&V
LOC_Os05g50750,-1.10438765,0.260224752,0.844162897,CBS&V
LOC_Os05g50840,-1.008813237,0.017865881,0.990947356,CBS&V
LOC_Os05g51180,-1.105034927,0.262391013,0.842643914,CBS&V
LOC_Os05g51500,-1.082918743,0.194378334,0.888540409,CBS&V
LOC_Os05g51520,-1.094423466,0.22834192,0.866081546,CBS&V
LOC_Os05g51790,-0.989233907,-0.021195229,1.010429136,CBS&V
LOC_Os05g51830,-1.116859473,0.304522888,0.812336585,CBS&V
LOC_Os06g01390,-1.080762302,0.188295033,0.892467269,CBS&V
LOC_Os06g01470,-1.149408308,0.670335771,0.479072537,CBS&V
LOC_Os06g01760,-1.083784435,0.196843708,0.886940727,CBS&V
LOC_Os06g02028,-1.124526399,0.335150267,0.789376132,CBS&V
LOC_Os06g02370,-0.972192004,-0.053470519,1.025662523,CBS&V
LOC_Os06g02420,-1.017518701,0.03601019,0.981508512,CBS&V
LOC_Os06g02510,-1.085495337,0.201756605,0.883738732,CBS&V
LOC_Os06g03560,-1.150892006,0.494293718,0.656598288,CBS&V
LOC_Os06g03580,-1.153631221,0.619841819,0.533789402,CBS&V
LOC_Os06g03660,-1.067060608,0.151383417,0.915677192,CBS&V
LOC_Os06g03682,-1.154689615,0.581694538,0.572995077,CBS&V
LOC_Os06g03790,-0.982906373,-0.033352774,1.016259147,CBS&V
LOC_Os06g04460,-1.154437192,0.59857458,0.555862612,CBS&V
LOC_Os06g04920,-0.989978312,-0.019750784,1.009729096,CBS&V
LOC_Os06g05359,-1.152799343,0.633760421,0.519038923,CBS&V
LOC_Os06g05430,-1.152167109,0.509877698,0.642289411,CBS&V
LOC_Os06g05480,-1.033981289,0.071836715,0.962144574,CBS&V
LOC_Os06g06030,-0.997253412,-0.005470729,1.002724141,CBS&V
LOC_Os06g06115,-0.977277931,-0.04399213,1.021270061,CBS&V
LOC_Os06g07580,-1.045075636,0.097258279,0.947817357,CBS&V
LOC_Os06g07830,-1.054444661,0.119656578,0.934788083,CBS&V
LOC_Os06g08080,-1.113698205,0.292733159,0.820965046,CBS&V
LOC_Os06g08560,-1.13529378,0.385079024,0.750214756,CBS&V
LOC_Os06g09390,-0.995573497,-0.00879499,1.004368488,CBS&V
LOC_Os06g10410,-1.115519852,0.299474047,0.816045805,CBS&V
LOC_Os06g10510,-1.023251195,0.048249138,0.975002057,CBS&V
LOC_Os06g11150,-1.151651958,0.648443643,0.503208315,CBS&V
LOC_Os06g11190,-1.131138337,0.364585221,0.766553116,CBS&V
LOC_Os06g11290,-1.103859393,0.258466187,0.845393205,CBS&V
LOC_Os06g11310,-1.05535068,0.121872176,0.933478503,CBS&V
LOC_Os06g11980,-1.124724353,0.335985614,0.788738739,CBS&V
LOC_Os06g12310,-1.070064325,0.159237332,0.910826994,CBS&V
LOC_Os06g12320,-1.018390207,0.037855482,0.980534726,CBS&V
LOC_Os06g12580,-1.152918263,0.52091987,0.631998393,CBS&V
LOC_Os06g12680,-1.102437578,0.253773769,0.848663809,CBS&V
LOC_Os06g12790,-1.142682779,0.715240831,0.427441948,CBS&V
LOC_Os06g12870,-1.064539167,0.144884412,0.919654755,CBS&V
LOC_Os06g13030,-1.067386515,0.152229603,0.915156913,CBS&V
LOC_Os06g13230,-1.153868775,0.538985234,0.614883541,CBS&V
LOC_Os06g13810,-1.051643069,0.112862527,0.938780542,CBS&V
LOC_Os06g14370,-1.038614292,0.08231714,0.956297151,CBS&V
LOC_Os06g14670,-1.096469887,0.234682171,0.861787716,CBS&V
LOC_Os06g15779,-1.147239909,0.460127917,0.687111993,CBS&V
LOC_Os06g15820,-1.079484673,0.184728773,0.8947559,CBS&V
LOC_Os06g16450,-0.966557728,-0.06382681,1.030384538,CBS&V
LOC_Os06g17390,-1.042317215,0.090831852,0.951485364,CBS&V
LOC_Os06g19430,-1.144797636,0.703084622,0.441713014,CBS&V
LOC_Os06g19990,-1.148666796,0.472238129,0.676428667,CBS&V
LOC_Os06g28630,-1.031827035,0.067026308,0.964800727,CBS&V
LOC_Os06g29180,-0.995081301,-0.009765867,1.004847168,CBS&V
LOC_Os06g29350,-1.065650894,0.147739575,0.917911319,CBS&V
LOC_Os06g30480,-0.983604894,-0.032021054,1.015625947,CBS&V
LOC_Os06g34730,-0.974551595,-0.049088716,1.023640311,CBS&V
LOC_Os06g35030,-1.108661457,0.274773347,0.833888111,CBS&V
LOC_Os06g35160,-1.149158992,0.672432488,0.476726504,CBS&V
LOC_Os06g35530,-1.053325503,0.116932306,0.936393197,CBS&V
LOC_Os06g35540,-1.113894733,0.293453738,0.820440996,CBS&V
LOC_Os06g35814,-0.992751896,-0.014341935,1.00709383,CBS&V
LOC_Os06g36700,-1.090771979,0.217266548,0.873505431,CBS&V
LOC_Os06g37180,-0.963647012,-0.06911962,1.032766631,CBS&V
LOC_Os06g37364,-0.990514745,-0.018708,1.009222746,CBS&V
LOC_Os06g39960,-1.127410123,0.347580536,0.779829587,CBS&V
LOC_Os06g40180,-1.138234788,0.400843286,0.737391502,CBS&V
LOC_Os06g40490,-1.146685374,0.455722582,0.690962792,CBS&V
LOC_Os06g40620,-1.107607307,0.271129741,0.836477565,CBS&V
LOC_Os06g42030,-1.041947881,0.089976888,0.951970993,CBS&V
LOC_Os06g42730,-1.146149607,0.694548294,0.451601313,CBS&V
LOC_Os06g43090,-1.033185643,0.07005551,0.963130133,CBS&V
LOC_Os06g43590,-0.972415152,-0.053057274,1.025472426,CBS&V
LOC_Os06g43660,-1.149350955,0.478528267,0.670822689,CBS&V
LOC_Os06g45120,-1.120940819,0.320431331,0.800509489,CBS&V
LOC_Os06g45390,-1.0610705,0.136077336,0.924993164,CBS&V
LOC_Os06g45440,-1.043044316,0.09251876,0.950525556,CBS&V
LOC_Os06g45580,-1.02714299,0.056698473,0.970444517,CBS&V
LOC_Os06g45850,-1.154476809,0.596922758,0.557554051,CBS&V
LOC_Os06g46310,-1.127358944,0.347354813,0.780004131,CBS&V
LOC_Os06g46770,-1.060313303,0.134174614,0.926138689,CBS&V
LOC_Os06g47910,-1.031094876,0.065400221,0.965694655,CBS&V
LOC_Os06g48060,-1.001682684,0.003373906,0.998308778,CBS&V
LOC_Os06g48320,-0.973658314,-0.050750712,1.024409026,CBS&V
LOC_Os06g48650,-1.151501577,0.650135528,0.501366049,CBS&V
LOC_Os06g48750,-1.03759196,0.079988285,0.957603675,CBS&V
LOC_Os06g48780,-1.058996067,0.130881052,0.928115015,CBS&V
LOC_Os06g49180,-0.985490591,-0.028413243,1.013903833,CBS&V
LOC_Os06g49200,-0.977438087,-0.043691597,1.021129684,CBS&V
LOC_Os06g49360,-1.12744614,0.347739506,0.779706635,CBS&V
LOC_Os06g49480,-1.150908055,0.494472629,0.656435426,CBS&V
LOC_Os06g49490,-0.990222489,-0.01927632,1.009498809,CBS&V
LOC_Os06g49920,-1.120846006,0.320052094,0.800793912,CBS&V
LOC_Os06g50000,-1.146466003,0.454019842,0.692446161,CBS&V
LOC_Os06g50040,-1.044811914,0.096640707,0.948171207,CBS&V
LOC_Os06g50300,-1.14478125,0.703184037,0.441597214,CBS&V
LOC_Os06g50340,-1.026218225,0.054680147,0.971538078,CBS&V
LOC_Os06g51510,-1.095814772,0.232641643,0.863173129,CBS&V
LOC_Os07g01300,-1.143015397,0.713412074,0.429603323,CBS&V
LOC_Os07g01310,-1.151871404,0.505977136,0.645894268,CBS&V
LOC_Os07g01660,-1.145971126,0.695715486,0.45025564,CBS&V
LOC_Os07g01870,-1.009557174,0.019396537,0.990160637,CBS&V
LOC_Os07g02210,-1.077168672,0.178333398,0.898835274,CBS&V
LOC_Os07g02460,-1.138580252,0.735802162,0.40277809,CBS&V
LOC_Os07g03180,-1.098510878,0.241107118,0.85740376,CBS&V
LOC_Os07g04240,-1.01014537,0.020609323,0.989536047,CBS&V
LOC_Os07g05400,-1.114803879,0.296807939,0.81799594,CBS&V
LOC_Os07g05440,-1.111304999,0.284081331,0.827223668,CBS&V
LOC_Os07g05640,-1.048597638,0.105571884,0.943025754,CBS&V
LOC_Os07g06590,-1.117165426,0.305687364,0.811478062,CBS&V
LOC_Os07g06830,-1.006030872,0.012172881,0.993857991,CBS&V
LOC_Os07g07220,-1.154657056,0.568650261,0.586006795,CBS&V
LOC_Os07g07550,-0.985195854,-0.028978382,1.014174236,CBS&V
LOC_Os07g07709,-1.112081499,0.286864128,0.825217372,CBS&V
LOC_Os07g08330,-0.982777904,-0.033597422,1.016375326,CBS&V
LOC_Os07g08660,-1.072421645,0.16549009,0.906931555,CBS&V
LOC_Os07g08840,-0.975267659,-0.047753642,1.023021301,CBS&V
LOC_Os07g09420,-1.154233445,0.548676145,0.605557299,CBS&V
LOC_Os07g10720,-1.124810442,0.336349692,0.78846075,CBS&V
LOC_Os07g11070,-1.000179258,0.000358612,0.999820646,CBS&V
LOC_Os07g12650,-1.13205179,0.368936933,0.763114857,CBS&V
LOC_Os07g14270,-1.114913941,0.297216355,0.817697586,CBS&V
LOC_Os07g14740,-1.025969116,0.054137601,0.971831515,CBS&V
LOC_Os07g25460,-1.027079112,0.056558842,0.97052027,CBS&V
LOC_Os07g26690,-1.13396359,0.75564799,0.3783156,CBS&V
LOC_Os07g28930,-0.997734694,-0.004515321,1.002250015,CBS&V
LOC_Os07g31390,-1.069622052,0.158073055,0.911548998,CBS&V
LOC_Os07g31490,-1.148716937,0.472687193,0.676029744,CBS&V
LOC_Os07g32510,-1.15395055,0.613011315,0.540939235,CBS&V
LOC_Os07g32570,-1.142555601,0.715932643,0.426622959,CBS&V
LOC_Os07g33898,-1.094651372,0.229043138,0.865608234,CBS&V
LOC_Os07g34589,-0.979584786,-0.039650932,1.019235718,CBS&V
LOC_Os07g34740,-1.139441464,0.731754255,0.407687209,CBS&V
LOC_Os07g36210,-1.129503024,0.356984359,0.772518665,CBS&V
LOC_Os07g36600,-1.006456977,0.013041519,0.993415458,CBS&V
LOC_Os07g36800,-1.109567368,0.277935005,0.831632364,CBS&V
LOC_Os07g37100,-0.963471693,-0.069437196,1.032908889,CBS&V
LOC_Os07g38430,-1.117749423,0.307922185,0.809827238,CBS&V
LOC_Os07g38610,-1.126282639,0.34265195,0.783630689,CBS&V
LOC_Os07g39800,-1.085138951,0.200728734,0.884410217,CBS&V
LOC_Os07g40570,-1.153430308,0.529822794,0.623607514,CBS&V
LOC_Os07g40580,-0.999968704,-6.26E-05,1.000031293,CBS&V
LOC_Os07g40750,-1.09288848,0.223650068,0.869238412,CBS&V
LOC_Os07g40940,-1.072026753,0.16443703,0.907589723,CBS&V
LOC_Os07g41190,-1.140448936,0.413596983,0.726851953,CBS&V
LOC_Os07g41410,-0.967018839,-0.062984793,1.030003632,CBS&V
LOC_Os07g41460,-1.152719548,0.634910887,0.517808661,CBS&V
LOC_Os07g41790,-1.035891371,0.076134865,0.959756506,CBS&V
LOC_Os07g42380,-1.151263179,0.652734244,0.498528935,CBS&V
LOC_Os07g43290,-1.112198056,0.287283826,0.82491423,CBS&V
LOC_Os07g43730,-0.97767077,-0.043254739,1.020925509,CBS&V
LOC_Os07g44190,-1.149614111,0.481049135,0.668564976,CBS&V
LOC_Os07g44610,-1.011982603,0.024412223,0.98757038,CBS&V
LOC_Os07g44790,-0.999408156,-0.001182639,1.000590795,CBS&V
LOC_Os07g45320,-1.097763302,0.238741682,0.859021619,CBS&V
LOC_Os07g46370,-0.982078358,-0.034928095,1.017006454,CBS&V
LOC_Os07g46750,-1.132583735,0.371508495,0.76107524,CBS&V
LOC_Os07g47590,-0.971772992,-0.054245839,1.026018831,CBS&V
LOC_Os07g48130,-1.149140977,0.47655895,0.672582026,CBS&V
LOC_Os07g48490,-1.049877176,0.108623278,0.941253897,CBS&V
LOC_Os07g48500,-1.025077942,0.052200606,0.972877336,CBS&V
LOC_Os07g48780,-1.020859803,0.043114219,0.977745584,CBS&V
LOC_Os07g48980,-0.998802864,-0.002389988,1.001192852,CBS&V
LOC_Os07g49150,-1.065634969,0.147698562,0.917936407,CBS&V
LOC_Os07g49330,-1.153511842,0.531392684,0.622119158,CBS&V
LOC_Os07g49400,-1.109540026,0.277839159,0.831700867,CBS&V
LOC_Os07g49480,-1.045921932,0.099244689,0.946677243,CBS&V
LOC_Os08g02080,-1.043547973,0.093690209,0.949857764,CBS&V
LOC_Os08g02120,-1.151657549,0.503277641,0.648379909,CBS&V
LOC_Os08g02410,-1.127045684,0.345977398,0.781068285,CBS&V
LOC_Os08g03290,-1.126883051,0.345265124,0.781617927,CBS&V
LOC_Os08g03380,-1.057688288,0.127631464,0.930056824,CBS&V
LOC_Os08g03450,-1.118485515,0.310762144,0.807723371,CBS&V
LOC_Os08g03520,-1.149156614,0.47670437,0.672452244,CBS&V
LOC_Os08g03640,-1.028719525,0.060154849,0.968564676,CBS&V
LOC_Os08g04620,-1.154571095,0.592258521,0.562312574,CBS&V
LOC_Os08g04780,-1.154531843,0.560173015,0.594358828,CBS&V
LOC_Os08g05910,-1.1363302,0.390498957,0.745831242,CBS&V
LOC_Os08g06060,-1.153913572,0.613870213,0.540043359,CBS&V
LOC_Os08g06100,-1.133789957,0.377447757,0.7563422,CBS&V
LOC_Os08g06200,-1.142736537,0.42778935,0.714947187,CBS&V
LOC_Os08g06380,-1.146148168,0.451590413,0.694557756,CBS&V
LOC_Os08g06420,-0.979322318,-0.04014621,1.019468528,CBS&V
LOC_Os08g06550,-0.995130799,-0.009668294,1.004799093,CBS&V
LOC_Os08g07010,-1.056569831,0.124868079,0.931701752,CBS&V
LOC_Os08g07830,-0.963162599,-0.069996759,1.033159359,CBS&V
LOC_Os08g08570,-1.057666338,0.127577094,0.930089244,CBS&V
LOC_Os08g08840,-1.043861464,0.094420576,0.949440888,CBS&V
LOC_Os08g09200,-1.041860892,0.089775704,0.952085188,CBS&V
LOC_Os08g09250,-1.102384141,0.253598549,0.848785592,CBS&V
LOC_Os08g09350,-1.045153085,0.097439774,0.947713311,CBS&V
LOC_Os08g09710,-1.088018399,0.209103282,0.878915116,CBS&V
LOC_Os08g10350,-1.136503351,0.745085211,0.39141814,CBS&V
LOC_Os08g10400,-1.02296276,0.04762753,0.97533523,CBS&V
LOC_Os08g10510,-1.063219867,0.141516823,0.921703045,CBS&V
LOC_Os08g10630,-1.103394506,0.256925436,0.846469069,CBS&V
LOC_Os08g13690,-1.093922086,0.226803499,0.867118586,CBS&V
LOC_Os08g13699,-1.116606423,0.303563006,0.813043417,CBS&V
LOC_Os08g14880,-1.136913211,0.393610209,0.743303003,CBS&V
LOC_Os08g15050,-0.983050649,-0.033077922,1.016128571,CBS&V
LOC_Os08g17370,-1.139152145,0.40602396,0.733128184,CBS&V
LOC_Os08g17600,-1.050090544,0.109133759,0.940956785,CBS&V
LOC_Os08g17655,-1.134750937,0.752457162,0.382293776,CBS&V
LOC_Os08g26850,-0.989959705,-0.019786926,1.009746631,CBS&V
LOC_Os08g27070,-0.991163636,-0.017444483,1.008608119,CBS&V
LOC_Os08g27850,-0.990354562,-0.019019551,1.009374113,CBS&V
LOC_Os08g32080,-1.095338378,0.231164246,0.864174132,CBS&V
LOC_Os08g32100,-1.143587982,0.710195201,0.433392781,CBS&V
LOC_Os08g32690,-1.1413527,0.722286081,0.419066619,CBS&V
LOC_Os08g32870,-1.04699006,0.101761867,0.945228193,CBS&V
LOC_Os08g33460,-1.096254019,0.234008648,0.862245371,CBS&V
LOC_Os08g33750,-1.093240695,0.224721938,0.868518758,CBS&V
LOC_Os08g34150,-1.152822952,0.519407692,0.63341526,CBS&V
LOC_Os08g34700,-1.143520778,0.43294334,0.710577438,CBS&V
LOC_Os08g35190,-1.111110946,0.28338944,0.827721506,CBS&V
LOC_Os08g35740,-1.06417265,0.143946623,0.920226027,CBS&V
LOC_Os08g36320,-1.009906278,0.020116071,0.989790207,CBS&V
LOC_Os08g37130,-1.142408809,0.716726172,0.425682637,CBS&V
LOC_Os08g38020,-0.967440295,-0.062214332,1.029654628,CBS&V
LOC_Os08g38900,-1.013711696,0.028011982,0.985699714,CBS&V
LOC_Os08g39140,-1.089160173,0.21246928,0.876690893,CBS&V
LOC_Os08g39380,-1.153211963,0.525845508,0.627366456,CBS&V
LOC_Os08g39450,-1.009163575,0.018586253,0.990577322,CBS&V
LOC_Os08g39820,-1.154300114,0.550816898,0.603483216,CBS&V
LOC_Os08g40610,-1.128570642,0.352752277,0.775818365,CBS&V
LOC_Os08g40820,-0.979454266,-0.039897267,1.019351533,CBS&V
LOC_Os08g40830,-1.135719196,0.748432106,0.38728709,CBS&V
LOC_Os08g41100,-1.131698351,0.764454645,0.367243706,CBS&V
LOC_Os08g41300,-1.121165652,0.321332571,0.799833082,CBS&V
LOC_Os08g41390,-1.004701678,0.009470627,0.995231051,CBS&V
LOC_Os08g41790,-1.110121691,0.279883859,0.830237831,CBS&V
LOC_Os08g42370,-1.060813229,0.13543007,0.925383158,CBS&V
LOC_Os08g43040,-1.143406242,0.432180275,0.711225967,CBS&V
LOC_Os08g44340,-1.149079614,0.673089438,0.475990176,CBS&V
LOC_Os08g44450,-1.153165527,0.525037143,0.628128384,CBS&V
LOC_Os08g44460,-1.073884189,0.169410379,0.90447381,CBS&V
LOC_Os08g44530,-0.989747293,-0.020199379,1.009946672,CBS&V
LOC_Os08g44850,-0.997432517,-0.005115341,1.002547858,CBS&V
LOC_Os09g00999,-1.154700538,0.577350269,0.577350269,CBS&V
LOC_Os09g01610,-1.152202485,0.510358756,0.641843729,CBS&V
LOC_Os09g01960,-1.075352678,0.173379119,0.901973558,CBS&V
LOC_Os09g07480,-1.153942362,0.61320334,0.540739021,CBS&V
LOC_Os09g08430,-1.066151122,0.149029549,0.917121573,CBS&V
LOC_Os09g11250,-1.027481758,0.057439523,0.970042235,CBS&V
LOC_Os09g12570,-1.068388577,0.154840383,0.913548195,CBS&V
LOC_Os09g12600,-0.991032875,-0.017699288,1.008732163,CBS&V
LOC_Os09g13570,-1.013796597,0.028189259,0.985607338,CBS&V
LOC_Os09g19910,-0.989675352,-0.020339015,1.010014367,CBS&V
LOC_Os09g20390,-1.038129511,0.081211654,0.956917857,CBS&V
LOC_Os09g20550,-1.130319467,0.769569682,0.360749785,CBS&V
LOC_Os09g21470,-1.086263295,0.203979704,0.882283591,CBS&V
LOC_Os09g23084,-1.142795619,0.428172009,0.71462361,CBS&V
LOC_Os09g23140,-1.14140908,0.419413481,0.721995599,CBS&V
LOC_Os09g24230,-1.133802801,0.756290964,0.377511837,CBS&V
LOC_Os09g24620,-1.14343267,0.432356025,0.711076646,CBS&V
LOC_Os09g24690,-1.002357206,0.0047312,0.997626006,CBS&V
LOC_Os09g24990,-1.13898968,0.733893385,0.405096295,CBS&V
LOC_Os09g25150,-0.989296416,-0.021074054,1.01037047,CBS&V
LOC_Os09g25320,-1.043523089,0.093632274,0.949890815,CBS&V
LOC_Os09g25620,-1.147966946,0.681820935,0.466146011,CBS&V
LOC_Os09g26370,-1.131717285,0.764383175,0.36733411,CBS&V
